headline,snippet,pub_date,web_url
A Contrarian Case for Investing in Europe,"All of Europe’s bad news may be adding up to some long-term opportunities for stock investors, one asset manager says. But, he adds, it doesn’t look like a place for quick profits.",2012-06-16T16:32:54+0000,https://www.nytimes.com/2012/06/17/your-money/why-european-stocks-may-be-ripe-for-long-term-gains.html
Wall Street Tumbles 2% on Jobs Data,Stocks on Wall Street closed sharply lower and benchmark bond prices marched higher as the latest jobs data in the United States provided evidence that the economy was still struggling.,2012-06-01T14:16:32+0000,https://www.nytimes.com/2012/06/02/business/daily-stock-market-activity.html
Europe’s Economic Troubles Push Investors Toward 10-Year Note,"The key market indexes on Wall Street fell more than 1 percent, and the demand for safe investments pushed the yield on the 10-year Treasury note to 1.62 percent.",2012-05-30T14:42:45+0000,https://www.nytimes.com/2012/05/31/business/daily-stock-market-activity.html
Stock Markets Calm on Lukewarm G-8 Support for Euro,"The Group of 8 leaders at their weekend meeting offered moral support, but no road map, for addressing the crisis.",2012-05-21T08:30:27+0000,https://www.nytimes.com/2012/05/22/business/global/daily-euro-zone-watch.html
"Stocks End Little Changed, Despite JPMorgan Loss","Stocks finished close to even on Wall Street, although the financial sector declined in the wake of trading losses at JPMorgan Chase.",2012-05-11T13:42:02+0000,https://www.nytimes.com/2012/05/12/business/daily-stock-market-activity.html
Few Options if Europe Turns Away From Austerity,"As voters call for fewer government cutbacks and more spending, investors are asking: How will it be paid for?",2012-05-08T19:18:53+0000,https://www.nytimes.com/2012/05/09/business/global/if-europe-turns-away-from-austerity-who-will-foot-the-bill.html
Stocks Fall on Greek Turmoil,Stocks and the euro fell after the leading party in the Greek Parliament was unable to form a government.,2012-05-08T10:57:28+0000,https://www.nytimes.com/2012/05/09/business/global/daily-stock-market-activity.html
Markets Are Calm After Political Shake-Up in Europe,Stocks were mixed Monday on Wall Street as weekend election results in Greece and France added to the uncertainty created by last week’s disappointing jobs data in the United States.,2012-05-07T04:21:08+0000,https://www.nytimes.com/2012/05/08/business/global/daily-stock-market-activity.html
Voting for Yesterday in France,The candidates and the citizens agree: Repeal the 21st century.,2012-04-21T01:08:10+0000,https://www.nytimes.com/2012/04/21/opinion/voting-for-yesterday-in-france.html
Stocks Climb on Profits and Spain’s Debt Sale,"Stock markets on both sides of the Atlantic were encouraged by corporate profits, a well-received sale of government debt in Spain and a recovery in Apple shares.",2012-04-17T13:56:40+0000,https://www.nytimes.com/2012/04/18/business/daily-stock-market-activity.html
"Shares Dip Lower, Led by Oil Prices","Stock indexes fell after commodity prices, especially crude oil, tumbled.",2012-03-28T13:52:15+0000,https://www.nytimes.com/2012/03/29/business/daily-stock-market-activity.html
Hedge Funds Take Another Look at Greek Debt,"Even after getting burned by bad bets on Greek debt, some hedge funds are considering buying more of the country’s bonds, which have continued to fall in value.",2012-02-22T18:47:55+0000,https://dealbook.nytimes.com/2012/02/22/hedge-funds-take-another-look-at-greek-debt/
"Dow Hits 13,000, but Eases Off the High","The Dow Jones industrial average exceeded 13,000 points in late morning trading, but then fell back, as investors weighed a bailout deal for Greece and the latest corporate earnings reports.",2012-02-21T14:44:22+0000,https://www.nytimes.com/2012/02/22/business/daily-stock-market-activity.html
Market Response Tepid To U.S. Labor Report,"Stocks on Wall Street were mixed on Friday, despite a positive showing by the United States labor market for December.",2012-01-06T14:59:21+0000,https://www.nytimes.com/2012/01/07/business/daily-stock-market-activity.html
World Markets Turn Higher,"Several indexes had gains on a day of light trading, with many exchanges closed for holidays.",2012-01-02T23:57:58+0000,https://www.nytimes.com/2012/01/03/business/daily-stock-market-activity.html
Banking Worries Send Stocks Lower in U.S.,Financial stocks fell in the United States and shares were mixed in Europe on light volume in a holiday week.,2011-12-19T09:41:14+0000,https://www.nytimes.com/2011/12/20/business/global/daily-stock-market-activity.html
Markets End Lower Ahead of European Summit,Stocks fell after the head of the European Central Bank indicated he was cautious about future bond purchases after the bank cut its main interest rate.,2011-12-08T10:21:49+0000,https://www.nytimes.com/2011/12/09/business/global/daily-stock-market-activity.html
"Banks Act, Stocks Surge and Skeptics See a Pattern",Market indexes gained more than 4 percent Wednesday after central banks acted to contain the debt crisis in the euro zone. But similar rallies in the last 18 months have quickly withered.,2011-11-30T15:26:00+0000,https://www.nytimes.com/2011/12/01/business/daily-stock-market-activity.html
Shares Soar on Talk of a Europe Deal,The Standard & Poor’s 500-stock index climbed nearly 3 percent amid signs that key euro zone countries were closing in on new debt measures.,2011-11-28T05:29:22+0000,https://www.nytimes.com/2011/11/29/business/global/daily-stock-market-activity.html
German Debt Auction Weighs on Markets,"Stocks declined and the dollar rose sharply, after a German bond auction disappointed investors and economic data pointed to a weakening of manufacturing activity in China and the euro zone.",2011-11-23T04:25:55+0000,https://www.nytimes.com/2011/11/24/business/global/daily-stock-market-activity.html
Markets Turn Higher After Berlusconi Offers to Resign,Stocks turned around after Silvio Berlusconi made a conditional offer to resign as prime minister.,2011-11-08T15:05:33+0000,https://www.nytimes.com/2011/11/09/business/daily-stock-market-activity.html
Day of Modest Gains Despite Debt Worries,Political developments in Greece and Italy kept markets on edge.,2011-11-07T15:03:41+0000,https://www.nytimes.com/2011/11/08/business/daily-stock-market-activity.html
Government of France Proposes Austerity Cuts,"The French prime minister, François Fillon, introduced 19 billion euros’ worth of budget cuts and warned that bankruptcy was “no longer an abstract word.”",2011-11-07T13:44:39+0000,https://www.nytimes.com/2011/11/08/world/europe/french-austerity-measures-aimed-at-new-reality.html
"Anxious Over Jobs and Europe, Wall St. Falls for Week",The political uncertainty around the Greek debt crisis and a modest jobs report in the United States weighed on investors worldwide.,2011-11-04T14:15:39+0000,https://www.nytimes.com/2011/11/05/business/daily-stock-market-activity.html
Market Anxiety Grows Over Italy,The high interest rates Italy must pay on 3 billion euros in bonds last week reflect the difficulty European countries face in escaping their financial crises.,2011-11-04T01:49:23+0000,https://www.nytimes.com/2011/11/04/business/market-anxiety-grows-over-italy.html
Stocks Climb After Interest Rate Cut in Europe,"Markets responded positively to the move by the European Central Bank, which is seeking to stimulate growth.",2011-11-03T09:54:30+0000,https://www.nytimes.com/2011/11/04/business/global/european-and-asian-stocks-decline-as-world-leaders-gather.html
Markets Rebound but Remain on Edge,"While stocks were up more than 1 percent in Europe and on Wall Street, analysts said it was too early to declare a recovery for global financial markets.",2011-11-02T03:29:58+0000,https://www.nytimes.com/2011/11/03/business/daily-stock-market-activity.html
European Debt Crisis Tightens Its Chokehold on Global Markets,"The declines wiped out gains of last week after the Brussels deal, which initially led some investors to believe Europe was addressing the Greek problem.",2011-11-01T12:21:10+0000,https://www.nytimes.com/2011/11/02/business/daily-stock-market-activity.html
Global Shares Fall as New Anxiety Arises Over Europe,Markets fell in Europe and Asia as well amid renewed jitters over Europe’s debt crisis.,2011-10-31T12:24:08+0000,https://www.nytimes.com/2011/11/01/business/global/mixed-signals-for-ecb-in-european-economic-data.html
Stocks Rally After Report Europe Might Recapitalize Banks,A hopeful report on European banks prompted a late rally after the Standard & Poor’s 500-stock index officially traded in bear-market territory much of the day.,2011-10-04T13:41:03+0000,https://www.nytimes.com/2011/10/05/business/daily-stock-market-activity.html
Shares Post Modest Gains After a Punishing Week,"As stocks pulled slightly ahead Friday, analysts cited anxiety that governments in industrial nations were not doing enough to support growth.",2011-09-23T07:44:50+0000,https://www.nytimes.com/2011/09/24/business/daily-stock-market-activity.html
Wall Street Recovers After Fresh Worries Shake European Markets,American markets turned slightly higher by the end of the day after global indexes were battered.,2011-09-12T02:18:55+0000,https://www.nytimes.com/2011/09/13/business/daily-stock-market-activity.html
Wall St. Follows Europe’s Markets Down on Economic Uncertainty,"Markets declined on Friday in the wake of President Obama’s jobs speech, which added to the uncertainty already weighing on global markets over the euro zone.",2011-09-09T13:41:51+0000,https://www.nytimes.com/2011/09/10/business/daily-stock-market-activity.html
Wall St. Tumbles After Bleak Jobs Report,The Dow Jones industrial average closed down 2.2 percent after the government reported no job growth in August.,2011-09-02T13:47:04+0000,https://www.nytimes.com/2011/09/03/business/daily-stock-market-activity.html
"Indexes Are Up for the Day, Down for the Month","Wall Street was slightly higher for the day, though AT&T’s stock was weighed down by the government’s challenge to its T-Mobile merger.",2011-08-31T13:49:53+0000,https://www.nytimes.com/2011/09/01/business/daily-stock-market-activity.html
Shares Fall as Hopes Fade for New Action by Fed and Jobless Claims Rise,Warren Buffett’s investment in Bank of America was unable to turn the market around in the face of rising jobless claims.,2011-08-25T03:53:35+0000,https://www.nytimes.com/2011/08/26/business/daily-stock-market-activity.html
Stocks Gain for Third Day on Late Surge,Wall Street indexes turned sharply positive late Wednesday after a strong rally on Tuesday.,2011-08-24T02:04:19+0000,https://www.nytimes.com/2011/08/25/business/daily-stock-market-activity.html
Sarkozy and Merkel Vow Fiscal Unity for Euro Nations,"With new data showing Europe’s economy stalling, the leaders of France and Germany set out proposals to harmonize national policies, including a balanced-budget obligation.",2011-08-16T15:44:56+0000,https://www.nytimes.com/2011/08/17/business/global/merkel-arrives-in-paris-to-begin-economic-talks-with-sarkozy.html
Banking Worries Send Stocks Lower in U.S.,Financial stocks fell in the United States and shares were mixed in Europe on light volume in a holiday week.,2011-12-19T09:41:14+0000,https://www.nytimes.com/2011/12/20/business/global/daily-stock-market-activity.html
